Shipment - Tracking Number,Ship To - Postal Code,Account
9374869903505672439722,07836-4104,5357703
9374869903505672438886,60466-1869,5357703
9374869903505672438077,92113-1403,5357703
9374869903505672439791,78758-3108,5357703
9374869903505672438930,10452-8236,5357703
9374869903505672438947,31061-8007,5357703
9374869903505672438923,21213-2115,5357703
9374869903505672438978,75154-0150,5357703
9374869903505672439036,07014-1309,5357703
9374869903505672439029,91942-3822,5357703
9374869903505672431146,62711-7196,5357703
9374869903505672431092,24363-3270,5357703
9374869903505672438145,73054-9082,5357703
9374869903505672439074,80550-2926,5357703
9374869903505672431177,01824-4744,5357703
9374869903505672439098,30012-6625,5357703
9374869903505672438169,60401-3471,5357703
9374869903505672439968,85383-7173,5357703
9374869903505672439982,66502-6639,5357703
9374869903505672440018,13905-1622,5357703
9374869903505672440025,08758-2910,5357703
9374869903505672440001,75048-2694,5357703
9374869903505672439142,08260-1557,5357703
9374869903505672440032,72712-6634,5357703
9374869903505672440070,11235-3142,5357703
9374869903505672439234,94710-2187,5357703
9374869903505672438244,06776-3085,5357703
9374869903505672438251,11218-3706,5357703
9374869903505672438275,93720-2248,5357703
9374869903505672438220,08302-6739,5357703
9374869903505672440056,97304-2478,5357703
9374869903505672438350,33182-2489,5357703
9374869903505672439319,02118-3105,5357703
9374869903505672439432,99223-4675,5357703
9374869903505672438404,40208-1166,5357703
9374869903505672431276,27006-6934,5357703
9374869903505672440353,72032-4077,5357703
9374869903505672482841,89131-3681,5357703
9374869903505672481776,30017-1940,5357703
9374869903505672505786,15205-3723,5357703
9374869903505678003293,02169-4203,5357703
9374869903505678003309,06902-4102,5357703
9374869903505678006799,20906-6128,5357703
9374869903505678006782,14737-9505,5357703
9374869903505678003316,47714,5357703
9374869903505678006867,14904-2410,5357703
9374869903505678004955,10023-5933,5357703
9374869903505678004948,33195-6412,5357703
9374869903505678006904,11385-4632,5357703
9374869903505678006928,98363-1605,5357703
9374869903505678003392,43130-4218,5357703
9374869903505678005822,90808-1436,5357703
9374869903505678007000,33778-2401,5357703
9374869903505678005839,33166-4850,5357703
9374869903505678005846,10703-2319,5357703
9374869903505678003415,97207-2126,5357703
9374869903505678003422,56374-9652,5357703
9374869903505678005068,48604-2354,5357703
9374869903505678007079,08079-1864,5357703
9374869903505678007116,32817-2603,5357703
9374869903505678005853,23513-3335,5357703
9374869903505678005037,77469-4669,5357703
9374869903505678003446,95624-5070,5357703
9374869903505678005112,40419-8798,5357703
9374869903505678005167,33126-1054,5357703
9374869903505678003460,63021-5182,5357703
9374869903505678007192,19047-2724,5357703
9374869903505678007215,60202-1497,5357703
9374869903505678005952,40419-8798,5357703
9374869903505678005990,80016-3119,5357703
9374869903505678005204,48185-3535,5357703
9374869903505678006034,30223-6010,5357703
9374869903505678005228,33166-2732,5357703
9374869903505678006072,65035-8913,5357703
9374869903505678007260,93257-6066,5357703
9374869903505678007543,83646-7506,5357703
9374869903505678005297,28405-4025,5357703
9374869903505678005310,34229-8976,5357703
9374869903505678005266,97537-5545,5357703
9374869903505678006102,19720-8108,5357703
9374869903505678007567,32818-5242,5357703
9374869903505678006119,17068-8028,5357703
9374869903505678007321,49001-5040,5357703
9374869903505678007574,32608-3369,5357703
9374869903505678005341,60612-4150,5357703
9374869903505678007338,90016-1866,5357703
9374869903505678007345,10461-3739,5357703
9374869903505678007628,38558-5801,5357703
9374869903505678007352,11220-2392,5357703
9374869903505678006157,33172-2422,5357703
9374869903505678006171,20141-2172,5357703
9374869903505678007406,90006-1310,5357703
9374869903505678007390,10576-2109,5357703
9374869903505678007413,68767-1276,5357703
9374869903505678006195,90638-3964,5357703
9374869903505678007642,48067-3695,5357703
9374869903505678007444,13830-4215,5357703
9374869903505678007451,60014-5821,5357703
9374869903505678007475,33617-2148,5357703
9374869903505678005464,24210-4845,5357703
9374869903505678006270,79561-4125,5357703
9374869903505678006188,48188-5315,5357703
9374869903505678006201,55057-1574,5357703
9374869903505678008564,37042-1607,5357703
9374869903505678005501,78233-4346,5357703
9374869903505678008571,48009-7030,5357703
9374869903505678008588,04101-0002,5357703
9374869903505678007772,10009-6880,5357703
9374869903505678009554,63136-1650,5357703
9374869903505678008632,05472-1119,5357703
9374869903505678008649,36605-2772,5357703
9374869903505678008670,33127-1224,5357703
9374869903505678009585,32746-2364,5357703
9374869903505678007833,38225-2142,5357703
9374869903505678008731,93312-6902,5357703
9374869903505678006348,89032-4875,5357703
9374869903505678008748,42445-5265,5357703
9374869903505678008755,57106-0439,5357703
9374869903505678007840,02864-1624,5357703
9374869903505678008793,91303-1869,5357703
9374869903505678009691,12553-5988,5357703
9374869903505678008847,49920-1328,5357703
9374869903505678008878,20112-4726,5357703
9374869903505678009721,74015-2143,5357703
9374869903505678008915,33629-8019,5357703
20201021150347035UB1M5PV,5025JP,5357703
9374869903505678006423,28451-8899,5357703
20201021150346280MNUUYXO,112,5357703
9374869903505678008977,76116-8517,5357703
9374869903505678007949,68528-1702,5357703
9374869903505678007956,19054-2801,5357703
9374869903505678007963,80005-3748,5357703
9374869903505678009059,08861-4987,5357703
9374869903505678009042,85014-4265,5357703
9374869903505678006454,08867-4206,5357703
9374869903505678009080,14211-2646,5357703
9374869903505678009134,48602-3447,5357703
9374869903505678009110,26104-1355,5357703
9374869903505678009127,38024-1219,5357703
9374869903505678008007,78164-5262,5357703
9374869903505678009158,87124-4565,5357703
9374869903505678008014,15522-5748,5357703
9374869903505678009189,50216-8616,5357703
9374869903505678006492,95838-3838,5357703
9374869903505678008038,02909-4731,5357703
9374869903505678009851,34608-4861,5357703
9374869903505678006508,50315-6535,5357703
9374869903505678009202,23225-1921,5357703
9374869903505678008069,90301-4358,5357703
9374869903505678009219,37043-5591,5357703
9374869903505678009875,65101-4162,5357703
9374869903505678009257,50452-0733,5357703
9374869903505678009905,19804-1112,5357703
9374869903505678010529,76226-2057,5357703
9374869903505678009936,13635-7701,5357703
9374869903505678009288,14225-3054,5357703
9374869903505678008076,33122-1635,5357703
9374869903505678009318,08401-3731,5357703
9374869903505678009301,33444-5601,5357703
9374869903505678009967,75482,5357703
9374869903505678009356,58104-8589,5357703
9374869903505678010543,02184-8202,5357703
9374869903505678010550,08244-1738,5357703
9374869903505678009370,19526-8828,5357703
9374869903505678009981,85705-7675,5357703
9374869903505678009363,90005-2618,5357703
9374869903505678009387,07003-3623,5357703
9374869903505678009417,60661-3748,5357703
9374869903505678010581,92028-1909,5357703
9374869903505678010017,21032-1423,5357703
9374869903505678010000,44280-9780,5357703
9374869903505678010048,11207-2613,5357703
9374869903505678010628,48017-1040,5357703
9374869903505678011526,30135-1402,5357703
9374869903505678010666,11545-1921,5357703
9374869903505678011540,32159-3051,5357703
9374869903505678010130,07104-2965,5357703
9374869903505678011557,67502-9373,5357703
9374869903505678008175,07601-5707,5357703
9374869903505678008205,46012-4936,5357703
9374869903505678010161,33611-2854,5357703
9374869903505678010697,57350-4633,5357703
9374869903505678008267,37912-5625,5357703
9374869903505678011656,08046-2755,5357703
9374869903505678010741,48659-9615,5357703
9374869903505678010253,52302-9161,5357703
9374869903505678011786,80916-2044,5357703
9374869903505678010376,33191-1116,5357703
9374869903505678008359,32714-4526,5357703
20201021150401221TJAGZOL,8212DG,5357703
9374869903505678012028,81635-9020,5357703
9374869903505678008441,10977-5739,5357703
20201021163928218SE0CFMD,1011,5357703
9374869903505682107772,33198-1534,5357703
9374869903505682106485,91911-6108,5357703
9374869903505682108724,08846-1565,5357703
9374869903505682107789,83706-5285,5357703
9374869903505682106492,33143-6409,5357703
9374869903505682106508,44286-9780,5357703
9374869903505682108731,54730-4617,5357703
9374869903505682109585,27610-6457,5357703
9374869903505682110512,97005-1740,5357703
9374869903505682108786,45106-9555,5357703
9374869903505682107819,79912-1207,5357703
9374869903505682109592,08816-3047,5357703
9374869903505682107826,33062-5715,5357703
9374869903505682109608,02142-1367,5357703
9374869903505682108809,95746-6705,5357703
9374869903505682108816,93656-9343,5357703
9374869903505682109622,42066-4933,5357703
9374869903505682110536,48043-1455,5357703
9374869903505682108830,39520-3526,5357703
9374869903505682110550,48169-9077,5357703
9374869903505682109639,45107-1155,5357703
9374869903505682107857,06457-5646,5357703
9374869903505682109684,66091-9103,5357703
9374869903505682107864,10543-2217,5357703
9374869903505682108878,94596-5813,5357703
9374869903505682109646,91303-2034,5357703
9374869903505682108885,76123-1922,5357703
9374869903505682108892,07407-2437,5357703
9374869903505682109691,33195-2698,5357703
9374869903505682110581,32792-7321,5357703
20201022122632276HIWAX4P,7832500,5357703
9374869903505682107901,84651-4641,5357703
9374869903505682109714,43311-2154,5357703
9374869903505682108915,94086-6253,5357703
9374869903505682107925,10034-4118,5357703
9374869903505682107932,07869-3497,5357703
9374869903505682109721,93551-2531,5357703
9374869903505682110642,91040-2105,5357703
9374869903505682110659,78644-2107,5357703
9374869903505682107963,55750-1215,5357703
9374869903505682108908,34736-8117,5357703
9374869903505682107970,72632-9322,5357703
9374869903505682110673,73008-4823,5357703
9374869903505682108939,91767-5168,5357703
9374869903505682109752,36544-3434,5357703
9374869903505682108953,74106-2718,5357703
9374869903505682108946,02145-1723,5357703
9374869903505682108014,95829-8108,5357703
9374869903505682109806,72632-9322,5357703
9374869903505682108984,69138-1179,5357703
9374869903505682109776,18902-9529,5357703
9374869903505682108021,07601-5707,5357703
9374869903505682109820,06483-2922,5357703
9374869903505682109028,33172-2422,5357703
9374869903505682109011,66533-9720,5357703
9374869903505682109042,33615-4427,5357703
9374869903505682108045,39090-4423,5357703
9374869903505682108052,17110-1842,5357703
9374869903505682109059,44903-1852,5357703
9374869903505682110710,56113-4101,5357703
9374869903505682109066,58075-8001,5357703
9374869903505682110727,92307-5570,5357703
9374869903505682109073,27298-8215,5357703
9374869903505682109868,18656-2339,5357703
9374869903505682109097,92339-9770,5357703
9374869903505682109875,38018-6547,5357703
9374869903505682108083,45205-1855,5357703
9374869903505682108076,10704-2262,5357703
9374869903505682108113,93906-3324,5357703
9374869903505682109905,35405-6460,5357703
9374869903505682109158,92376-4053,5357703
9374869903505682109134,92835-3412,5357703
9374869903505682109165,85390-1142,5357703
9374869903505682110772,40213-3434,5357703
9374869903505682108168,37659-8203,5357703
9374869903505682109202,91351-2017,5357703
9374869903505682108175,44708-5542,5357703
9374869903505682109219,10452-6732,5357703
9374869903505682109233,89123-6464,5357703
9374869903505682109226,84102-1718,5357703
9374869903505682108199,96706-4030,5357703
9374869903505682109264,65767-8126,5357703
9374869903505682110819,22902-8259,5357703
9374869903505682109943,99163-2673,5357703
9374869903505682109271,95403-7760,5357703
9374869903505682108212,33172-2780,5357703
9374869903505682108236,91913-3594,5357703
9374869903505682109288,34683-1202,5357703
9374869903505682110840,96797-3966,5357703
9374869903505682108267,14420-9370,5357703
9374869903505682108250,91001-4758,5357703
9374869903505682109981,98855-8816,5357703
9374869903505682108311,97862-7406,5357703
9374869903505682109998,33326-2161,5357703
9374869903505682108328,60459-2257,5357703
9374869903505682110864,11542-1012,5357703
9374869903505682110871,28144-7401,5357703
9374869903505682108335,15642-3224,5357703
9374869903505682108359,33122-1094,5357703
9374869903505682109370,13208-2613,5357703
9374869903505682108366,03246-2334,5357703
9374869903505682108380,11416-1322,5357703
9374869903505682109417,27215-6198,5357703
9374869903505682108410,77004-7875,5357703
9374869903505682110062,85719-1928,5357703
9374869903505682110079,92591-6151,5357703
9374869903505682110949,24502-2721,5357703
9374869903505682110987,11937-1855,5357703
9374869903505682111007,06443-0100,5357703
20201022122805709EXFJ1MQ,PO . 1340,5357703
202010221228088210UU52HX,540005,5357703
9374869903505683435737,60490-3182,5357703
9374869903505683434846,95148-2654,5357703
9374869903505683434860,37377-2940,5357703
9374869903505683434181,28470-5443,5357703
9374869903505683435751,65714-9252,5357703
9374869903505683434211,02148-3143,5357703
9374869903505683434235,77062-3511,5357703
9374869903505683433344,74464-6362,5357703
9374869903505683434266,67457-9050,5357703
9374869903505683434938,45053-9508,5357703
9374869903505683434273,37917-4244,5357703
9374869903505683433368,55707-9611,5357703
9374869903505683435805,46201-3309,5357703
9374869903505683434303,85022-2322,5357703
9374869903505683434334,18433-1208,5357703
9374869903505683434310,07733-2032,5357703
9374869903505683434983,11721-1325,5357703
9374869903505683434365,19107,5357703
9374869903505683433405,23112-3621,5357703
9374869903505683434990,98501-9794,5357703
9374869903505683435003,93901-1510,5357703
9374869903505683435843,92649-3069,5357703
9374869903505683433436,32177-6848,5357703
9374869903505683435027,03060-4037,5357703
9374869903505683434402,93657-2717,5357703
9374869903505683435058,60565-3033,5357703
9374869903505683433467,48306-1235,5357703
9374869903505683434464,11792-1721,5357703
9374869903505683435898,19702-2455,5357703
9374869903505683435102,90249-4140,5357703
20201023144330330GNMFM1X,M1B 1N7,5357703
9374869903505688322919,81326-9728,5357703
9300169903505688323745,99833-1267,5357703
9374869903505688323756,33566-4630,5357703
